site,taxon,class,n
nc3,PSTR,<4cm,0
nc3,PSTR,>4cm,0
nc3,SBOU,<4cm,0
nc3,SBOU,>4cm,0
nc3,SIDE,<4cm,0
nc3,SIDE,>4cm,0
nc3,SINT,<4cm,0
nc3,SINT,>4cm,0
nc3,SRAD,<4cm,2
nc3,SRAD,>4cm,0
nc3,SSID,<4cm,2
nc3,SSID,>4cm,0
nd1,AAGA,<4cm,0
nd1,AAGA,>4cm,0
nd1,AFRA,<4cm,0
nd1,AFRA,>4cm,0
nd1,AGAR,<4cm,0
nd1,AGAR,>4cm,0
nd1,ALAM,<4cm,0
nd1,ALAM,>4cm,0
nd1,CNAT,<4cm,0
nd1,CNAT,>4cm,0
nd1,DLAB,<4cm,0
nd1,DLAB,>4cm,0
nd1,DSTO,<4cm,1
nd1,DSTO,>4cm,0
nd1,EFAS,<4cm,0
nd1,EFAS,>4cm,0
nd1,MADR,<4cm,0
nd1,MADR,>4cm,0
nd1,MALI,<4cm,0
nd1,MALI,>4cm,0
nd1,MCAV,<4cm,3
nd1,MCAV,>4cm,3
nd1,MDEC,<4cm,0
nd1,MDEC,>4cm,0
nd1,MFER,<4cm,0
nd1,MFER,>4cm,0
nd1,MMEA,<4cm,0
nd1,MMEA,>4cm,0
nd1,OFRA,<4cm,0
nd1,OFRA,>4cm,0
nd1,OROB,<4cm,0
nd1,OROB,>4cm,0
nd1,PAST,<4cm,0
nd1,PAST,>4cm,3
nd1,PCLI,<4cm,0
nd1,PCLI,>4cm,0
nd1,PORI,<4cm,0
nd1,PORI,>4cm,0
nd1,PPOR,<4cm,0
nd1,PPOR,>4cm,0
nd1,PSTR,<4cm,0
nd1,PSTR,>4cm,0
nd1,SBOU,<4cm,0
nd1,SBOU,>4cm,1
nd1,SIDE,<4cm,0
nd1,SIDE,>4cm,0
nd1,SINT,<4cm,1
nd1,SINT,>4cm,3
nd1,SRAD,<4cm,6
nd1,SRAD,>4cm,0
nd1,SSID,<4cm,15
nd1,SSID,>4cm,4
nd2,AAGA,<4cm,0
nd2,AAGA,>4cm,0
nd2,AFRA,<4cm,0
nd2,AFRA,>4cm,0
nd2,AGAR,<4cm,0
nd2,AGAR,>4cm,0
nd2,ALAM,<4cm,0
nd2,ALAM,>4cm,0
nd2,CNAT,<4cm,0
nd2,CNAT,>4cm,0
nd2,DLAB,<4cm,0
nd2,DLAB,>4cm,0
nd2,DSTO,<4cm,0
nd2,DSTO,>4cm,0
nd2,EFAS,<4cm,0
nd2,EFAS,>4cm,0
nd2,MADR,<4cm,0
nd2,MADR,>4cm,0
nd2,MALI,<4cm,0
nd2,MALI,>4cm,0
nd2,MCAV,<4cm,1
nd2,MCAV,>4cm,5
nd2,MDEC,<4cm,0
nd2,MDEC,>4cm,0
nd2,MFER,<4cm,0
nd2,MFER,>4cm,0
nd2,MMEA,<4cm,0
nd2,MMEA,>4cm,0
nd2,OFRA,<4cm,0
nd2,OFRA,>4cm,0
nd2,OROB,<4cm,0
nd2,OROB,>4cm,0
nd2,PAST,<4cm,0
nd2,PAST,>4cm,0
nd2,PCLI,<4cm,0
nd2,PCLI,>4cm,0
nd2,PORI,<4cm,0
nd2,PORI,>4cm,0
nd2,PPOR,<4cm,0
nd2,PPOR,>4cm,0
nd2,PSTR,<4cm,0
nd2,PSTR,>4cm,0
nd2,SBOU,<4cm,0
nd2,SBOU,>4cm,0
nd2,SIDE,<4cm,0
nd2,SIDE,>4cm,0
nd2,SINT,<4cm,1
nd2,SINT,>4cm,0
nd2,SRAD,<4cm,23
nd2,SRAD,>4cm,0
nd2,SSID,<4cm,8
nd2,SSID,>4cm,5
nd3,AAGA,<4cm,0
nd3,AAGA,>4cm,0
nd3,AFRA,<4cm,0
nd3,AFRA,>4cm,0
nd3,AGAR,<4cm,0
nd3,AGAR,>4cm,0
nd3,ALAM,<4cm,0
nd3,ALAM,>4cm,0
nd3,CNAT,<4cm,0
nd3,CNAT,>4cm,0
nd3,DLAB,<4cm,0
nd3,DLAB,>4cm,0
nd3,DSTO,<4cm,0
nd3,DSTO,>4cm,1
nd3,EFAS,<4cm,0
nd3,EFAS,>4cm,0
nd3,MADR,<4cm,0
nd3,MADR,>4cm,0
nd3,MALI,<4cm,0
nd3,MALI,>4cm,0
nd3,MCAV,<4cm,0
nd3,MCAV,>4cm,0
nd3,MDEC,<4cm,0
nd3,MDEC,>4cm,0
nd3,MFER,<4cm,0
nd3,MFER,>4cm,0
nd3,MMEA,<4cm,0
nd3,MMEA,>4cm,0
nd3,OFRA,<4cm,0
nd3,OFRA,>4cm,0
nd3,OROB,<4cm,0
nd3,OROB,>4cm,0
nd3,PAST,<4cm,0
nd3,PAST,>4cm,0
nd3,PCLI,<4cm,0
nd3,PCLI,>4cm,0
nd3,PORI,<4cm,0
nd3,PORI,>4cm,0
nd3,PPOR,<4cm,0
nd3,PPOR,>4cm,0
nd3,PSTR,<4cm,0
nd3,PSTR,>4cm,0
nd3,SBOU,<4cm,0
nd3,SBOU,>4cm,0
nd3,SIDE,<4cm,0
nd3,SIDE,>4cm,0
nd3,SINT,<4cm,0
nd3,SINT,>4cm,2
nd3,SRAD,<4cm,12
nd3,SRAD,>4cm,0
nd3,SSID,<4cm,3
nd3,SSID,>4cm,0
nd4,AAGA,<4cm,0
nd4,AAGA,>4cm,0
nd4,AFRA,<4cm,0
nd4,AFRA,>4cm,0
nd4,AGAR,<4cm,0
nd4,AGAR,>4cm,0
nd4,ALAM,<4cm,0
nd4,ALAM,>4cm,0
nd4,CNAT,<4cm,0
nd4,CNAT,>4cm,0
nd4,DLAB,<4cm,0
nd4,DLAB,>4cm,0
nd4,DSTO,<4cm,0
nd4,DSTO,>4cm,0
nd4,EFAS,<4cm,0
nd4,EFAS,>4cm,0
nd4,MADR,<4cm,0
nd4,MADR,>4cm,0
nd4,MALI,<4cm,0
nd4,MALI,>4cm,0
nd4,MCAV,<4cm,1
nd4,MCAV,>4cm,0
nd4,MDEC,<4cm,0
nd4,MDEC,>4cm,0
nd4,MFER,<4cm,0
nd4,MFER,>4cm,0
nd4,MMEA,<4cm,0
nd4,MMEA,>4cm,0
nd4,OFRA,<4cm,0
nd4,OFRA,>4cm,0
nd4,OROB,<4cm,0
nd4,OROB,>4cm,0
nd4,PAST,<4cm,0
nd4,PAST,>4cm,1
nd4,PCLI,<4cm,0
nd4,PCLI,>4cm,0
nd4,PORI,<4cm,0
nd4,PORI,>4cm,0
nd4,PPOR,<4cm,0
nd4,PPOR,>4cm,0
nd4,PSTR,<4cm,0
nd4,PSTR,>4cm,0
nd4,SBOU,<4cm,0
nd4,SBOU,>4cm,0
nd4,SIDE,<4cm,0
nd4,SIDE,>4cm,0
nd4,SINT,<4cm,1
nd4,SINT,>4cm,3
nd4,SRAD,<4cm,13
nd4,SRAD,>4cm,1
nd4,SSID,<4cm,1
nd4,SSID,>4cm,0
nd5,AAGA,<4cm,0
nd5,AAGA,>4cm,0
nd5,AFRA,<4cm,0
nd5,AFRA,>4cm,0
nd5,AGAR,<4cm,0
nd5,AGAR,>4cm,0
nd5,ALAM,<4cm,0
nd5,ALAM,>4cm,0
nd5,CNAT,<4cm,0
nd5,CNAT,>4cm,0
nd5,DLAB,<4cm,0
nd5,DLAB,>4cm,0
nd5,DSTO,<4cm,0
nd5,DSTO,>4cm,0
nd5,EFAS,<4cm,0
nd5,EFAS,>4cm,1
nd5,MADR,<4cm,0
nd5,MADR,>4cm,0
nd5,MALI,<4cm,0
nd5,MALI,>4cm,0
nd5,MCAV,<4cm,15
nd5,MCAV,>4cm,14
nd5,MDEC,<4cm,0
nd5,MDEC,>4cm,0
nd5,MFER,<4cm,0
nd5,MFER,>4cm,0
nd5,MMEA,<4cm,0
nd5,MMEA,>4cm,0
nd5,OFRA,<4cm,0
nd5,OFRA,>4cm,0
nd5,OROB,<4cm,0
nd5,OROB,>4cm,0
nd5,PAST,<4cm,0
nd5,PAST,>4cm,2
nd5,PCLI,<4cm,0
nd5,PCLI,>4cm,0
nd5,PORI,<4cm,0
nd5,PORI,>4cm,0
nd5,PPOR,<4cm,0
nd5,PPOR,>4cm,0
nd5,PSTR,<4cm,0
nd5,PSTR,>4cm,0
nd5,SBOU,<4cm,0
nd5,SBOU,>4cm,0
nd5,SIDE,<4cm,0
nd5,SIDE,>4cm,0
nd5,SINT,<4cm,9
nd5,SINT,>4cm,7
nd5,SRAD,<4cm,0
nd5,SRAD,>4cm,7
nd5,SSID,<4cm,17
nd5,SSID,>4cm,5
nd6,AAGA,<4cm,0
nd6,AAGA,>4cm,0
nd6,AFRA,<4cm,0
nd6,AFRA,>4cm,0
nd6,AGAR,<4cm,0
nd6,AGAR,>4cm,0
nd6,ALAM,<4cm,0
nd6,ALAM,>4cm,0
nd6,CNAT,<4cm,0
nd6,CNAT,>4cm,0
nd6,DLAB,<4cm,0
nd6,DLAB,>4cm,0
nd6,DSTO,<4cm,0
nd6,DSTO,>4cm,0
nd6,EFAS,<4cm,0
nd6,EFAS,>4cm,0
nd6,MADR,<4cm,0
nd6,MADR,>4cm,0
nd6,MALI,<4cm,0
nd6,MALI,>4cm,0
nd6,MCAV,<4cm,4
nd6,MCAV,>4cm,8
nd6,MDEC,<4cm,0
nd6,MDEC,>4cm,0
nd6,MFER,<4cm,0
nd6,MFER,>4cm,0
nd6,MMEA,<4cm,0
nd6,MMEA,>4cm,0
nd6,OFRA,<4cm,0
nd6,OFRA,>4cm,0
nd6,OROB,<4cm,0
nd6,OROB,>4cm,0
nd6,PAST,<4cm,1
nd6,PAST,>4cm,3
nd6,PCLI,<4cm,0
nd6,PCLI,>4cm,0
nd6,PORI,<4cm,0
nd6,PORI,>4cm,0
nd6,PPOR,<4cm,0
nd6,PPOR,>4cm,0
nd6,PSTR,<4cm,0
nd6,PSTR,>4cm,0
nd6,SBOU,<4cm,0
nd6,SBOU,>4cm,0
nd6,SIDE,<4cm,0
nd6,SIDE,>4cm,0
nd6,SINT,<4cm,0
nd6,SINT,>4cm,1
nd6,SRAD,<4cm,0
nd6,SRAD,>4cm,0
nd6,SSID,<4cm,10
nd6,SSID,>4cm,5
nd7,AAGA,<4cm,0
nd7,AAGA,>4cm,0
nd7,AFRA,<4cm,0
nd7,AFRA,>4cm,0
nd7,AGAR,<4cm,0
nd7,AGAR,>4cm,0
nd7,ALAM,<4cm,0
nd7,ALAM,>4cm,0
nd7,CNAT,<4cm,0
nd7,CNAT,>4cm,0
nd7,DLAB,<4cm,0
nd7,DLAB,>4cm,0
nd7,DSTO,<4cm,1
nd7,DSTO,>4cm,0
nd7,EFAS,<4cm,0
nd7,EFAS,>4cm,2
nd7,MADR,<4cm,0
nd7,MADR,>4cm,0
nd7,MALI,<4cm,0
nd7,MALI,>4cm,0
nd7,MCAV,<4cm,4
nd7,MCAV,>4cm,2
nd7,MDEC,<4cm,0
nd7,MDEC,>4cm,0
nd7,MFER,<4cm,0
nd7,MFER,>4cm,0
nd7,MMEA,<4cm,0
nd7,MMEA,>4cm,1
nd7,OFRA,<4cm,0
nd7,OFRA,>4cm,0
nd7,OROB,<4cm,0
nd7,OROB,>4cm,0
nd7,PAST,<4cm,0
nd7,PAST,>4cm,6
nd7,PCLI,<4cm,0
nd7,PCLI,>4cm,0
nd7,PORI,<4cm,0
nd7,PORI,>4cm,0
nd7,PPOR,<4cm,0
nd7,PPOR,>4cm,0
nd7,PSTR,<4cm,0
nd7,PSTR,>4cm,1
nd7,SBOU,<4cm,0
nd7,SBOU,>4cm,0
nd7,SIDE,<4cm,0
nd7,SIDE,>4cm,0
nd7,SINT,<4cm,0
nd7,SINT,>4cm,1
nd7,SRAD,<4cm,0
nd7,SRAD,>4cm,0
nd7,SSID,<4cm,20
nd7,SSID,>4cm,8
nd8,AAGA,<4cm,0
nd8,AAGA,>4cm,0
nd8,AFRA,<4cm,0
nd8,AFRA,>4cm,0
nd8,AGAR,<4cm,0
nd8,AGAR,>4cm,0
nd8,ALAM,<4cm,0
nd8,ALAM,>4cm,0
nd8,CNAT,<4cm,0
nd8,CNAT,>4cm,0
nd8,DLAB,<4cm,0
nd8,DLAB,>4cm,0
nd8,DSTO,<4cm,0
nd8,DSTO,>4cm,1
nd8,EFAS,<4cm,0
nd8,EFAS,>4cm,0
nd8,MADR,<4cm,0
nd8,MADR,>4cm,0
nd8,MALI,<4cm,0
nd8,MALI,>4cm,0
nd8,MCAV,<4cm,1
nd8,MCAV,>4cm,5
nd8,MDEC,<4cm,0
nd8,MDEC,>4cm,0
nd8,MFER,<4cm,0
nd8,MFER,>4cm,0
nd8,MMEA,<4cm,0
nd8,MMEA,>4cm,0
nd8,OFRA,<4cm,0
nd8,OFRA,>4cm,0
nd8,OROB,<4cm,0
nd8,OROB,>4cm,0
nd8,PAST,<4cm,0
nd8,PAST,>4cm,2
nd8,PCLI,<4cm,0
nd8,PCLI,>4cm,0
nd8,PORI,<4cm,0
nd8,PORI,>4cm,0
nd8,PPOR,<4cm,0
nd8,PPOR,>4cm,0
nd8,PSTR,<4cm,0
nd8,PSTR,>4cm,0
nd8,SBOU,<4cm,1
nd8,SBOU,>4cm,0
nd8,SIDE,<4cm,0
nd8,SIDE,>4cm,0
nd8,SINT,<4cm,2
nd8,SINT,>4cm,1
nd8,SRAD,<4cm,1
nd8,SRAD,>4cm,0
nd8,SSID,<4cm,11
nd8,SSID,>4cm,3
ne1,AAGA,<4cm,0
ne1,AAGA,>4cm,0
ne1,AFRA,<4cm,0
ne1,AFRA,>4cm,0
ne1,AGAR,<4cm,0
ne1,AGAR,>4cm,0
ne1,ALAM,<4cm,0
ne1,ALAM,>4cm,0
ne1,CNAT,<4cm,0
ne1,CNAT,>4cm,0
ne1,DLAB,<4cm,0
ne1,DLAB,>4cm,0
ne1,DSTO,<4cm,0
ne1,DSTO,>4cm,0
ne1,EFAS,<4cm,0
ne1,EFAS,>4cm,0
ne1,MADR,<4cm,0
ne1,MADR,>4cm,0
ne1,MALI,<4cm,0
ne1,MALI,>4cm,0
ne1,MCAV,<4cm,5
ne1,MCAV,>4cm,3
ne1,MDEC,<4cm,0
ne1,MDEC,>4cm,0
ne1,MFER,<4cm,0
ne1,MFER,>4cm,0
ne1,MMEA,<4cm,0
ne1,MMEA,>4cm,0
ne1,OFRA,<4cm,0
ne1,OFRA,>4cm,0
ne1,OROB,<4cm,0
ne1,OROB,>4cm,0
ne1,PAST,<4cm,2
ne1,PAST,>4cm,3
ne1,PCLI,<4cm,0
ne1,PCLI,>4cm,0
ne1,PORI,<4cm,0
ne1,PORI,>4cm,0
ne1,PPOR,<4cm,0
ne1,PPOR,>4cm,0
ne1,PSTR,<4cm,0
ne1,PSTR,>4cm,0
ne1,SBOU,<4cm,0
ne1,SBOU,>4cm,0
ne1,SIDE,<4cm,0
ne1,SIDE,>4cm,0
ne1,SINT,<4cm,2
ne1,SINT,>4cm,2
ne1,SRAD,<4cm,0
ne1,SRAD,>4cm,1
ne1,SSID,<4cm,25
ne1,SSID,>4cm,2
ne2,AAGA,<4cm,0
ne2,AAGA,>4cm,0
ne2,AFRA,<4cm,0
ne2,AFRA,>4cm,0
ne2,AGAR,<4cm,0
ne2,AGAR,>4cm,0
ne2,ALAM,<4cm,0
ne2,ALAM,>4cm,0
ne2,CNAT,<4cm,0
ne2,CNAT,>4cm,0
ne2,DLAB,<4cm,0
ne2,DLAB,>4cm,0
ne2,DSTO,<4cm,0
ne2,DSTO,>4cm,0
ne2,EFAS,<4cm,0
ne2,EFAS,>4cm,0
ne2,MADR,<4cm,0
ne2,MADR,>4cm,0
ne2,MALI,<4cm,0
ne2,MALI,>4cm,0
ne2,MCAV,<4cm,5
ne2,MCAV,>4cm,3
ne2,MDEC,<4cm,0
ne2,MDEC,>4cm,0
ne2,MFER,<4cm,0
ne2,MFER,>4cm,0
ne2,MMEA,<4cm,0
ne2,MMEA,>4cm,0
ne2,OFRA,<4cm,0
ne2,OFRA,>4cm,0
ne2,OROB,<4cm,0
ne2,OROB,>4cm,0
ne2,PAST,<4cm,0
ne2,PAST,>4cm,3
ne2,PCLI,<4cm,0
ne2,PCLI,>4cm,0
ne2,PORI,<4cm,0
ne2,PORI,>4cm,0
ne2,PPOR,<4cm,0
ne2,PPOR,>4cm,1
ne2,PSTR,<4cm,0
ne2,PSTR,>4cm,1
ne2,SBOU,<4cm,0
ne2,SBOU,>4cm,0
ne2,SIDE,<4cm,0
ne2,SIDE,>4cm,0
ne2,SINT,<4cm,2
ne2,SINT,>4cm,8
ne2,SRAD,<4cm,4
ne2,SRAD,>4cm,1
ne2,SSID,<4cm,7
ne2,SSID,>4cm,3
ne3,AAGA,<4cm,0
ne3,AAGA,>4cm,0
ne3,AFRA,<4cm,0
ne3,AFRA,>4cm,0
ne3,AGAR,<4cm,0
ne3,AGAR,>4cm,0
ne3,ALAM,<4cm,0
ne3,ALAM,>4cm,0
ne3,CNAT,<4cm,0
ne3,CNAT,>4cm,0
ne3,DLAB,<4cm,0
ne3,DLAB,>4cm,0
ne3,DSTO,<4cm,0
ne3,DSTO,>4cm,2
ne3,EFAS,<4cm,0
ne3,EFAS,>4cm,1
ne3,MADR,<4cm,0
ne3,MADR,>4cm,0
ne3,MALI,<4cm,0
ne3,MALI,>4cm,0
ne3,MCAV,<4cm,11
ne3,MCAV,>4cm,3
ne3,MDEC,<4cm,0
ne3,MDEC,>4cm,0
ne3,MFER,<4cm,0
ne3,MFER,>4cm,0
ne3,MMEA,<4cm,2
ne3,MMEA,>4cm,0
ne3,OFRA,<4cm,0
ne3,OFRA,>4cm,0
ne3,OROB,<4cm,0
ne3,OROB,>4cm,0
ne3,PAST,<4cm,1
ne3,PAST,>4cm,8
ne3,PCLI,<4cm,0
ne3,PCLI,>4cm,0
ne3,PORI,<4cm,0
ne3,PORI,>4cm,0
ne3,PPOR,<4cm,0
ne3,PPOR,>4cm,0
ne3,PSTR,<4cm,0
ne3,PSTR,>4cm,2
ne3,SBOU,<4cm,0
ne3,SBOU,>4cm,0
ne3,SIDE,<4cm,0
ne3,SIDE,>4cm,0
ne3,SINT,<4cm,3
ne3,SINT,>4cm,8
ne3,SRAD,<4cm,2
ne3,SRAD,>4cm,1
ne3,SSID,<4cm,13
ne3,SSID,>4cm,6
ne4,AAGA,<4cm,0
ne4,AAGA,>4cm,0
ne4,AFRA,<4cm,0
ne4,AFRA,>4cm,0
ne4,AGAR,<4cm,0
ne4,AGAR,>4cm,0
ne4,ALAM,<4cm,0
ne4,ALAM,>4cm,0
ne4,CNAT,<4cm,0
ne4,CNAT,>4cm,0
ne4,DLAB,<4cm,0
ne4,DLAB,>4cm,0
ne4,DSTO,<4cm,0
ne4,DSTO,>4cm,1
ne4,EFAS,<4cm,0
ne4,EFAS,>4cm,0
ne4,MADR,<4cm,0
ne4,MADR,>4cm,0
ne4,MALI,<4cm,0
ne4,MALI,>4cm,0
ne4,MCAV,<4cm,2
ne4,MCAV,>4cm,0
ne4,MDEC,<4cm,0
ne4,MDEC,>4cm,0
ne4,MFER,<4cm,0
ne4,MFER,>4cm,0
ne4,MMEA,<4cm,0
ne4,MMEA,>4cm,0
ne4,OFRA,<4cm,0
ne4,OFRA,>4cm,0
ne4,OROB,<4cm,0
ne4,OROB,>4cm,0
ne4,PAST,<4cm,1
ne4,PAST,>4cm,3
ne4,PCLI,<4cm,0
ne4,PCLI,>4cm,0
ne4,PORI,<4cm,0
ne4,PORI,>4cm,0
ne4,PPOR,<4cm,0
ne4,PPOR,>4cm,0
ne4,PSTR,<4cm,0
ne4,PSTR,>4cm,0
ne4,SBOU,<4cm,0
ne4,SBOU,>4cm,0
ne4,SIDE,<4cm,0
ne4,SIDE,>4cm,0
ne4,SINT,<4cm,0
ne4,SINT,>4cm,0
ne4,SRAD,<4cm,0
ne4,SRAD,>4cm,0
ne4,SSID,<4cm,6
ne4,SSID,>4cm,0
ne5,AAGA,<4cm,1
ne5,AAGA,>4cm,0
ne5,AFRA,<4cm,0
ne5,AFRA,>4cm,0
ne5,AGAR,<4cm,0
ne5,AGAR,>4cm,0
ne5,ALAM,<4cm,0
ne5,ALAM,>4cm,0
ne5,CNAT,<4cm,0
ne5,CNAT,>4cm,0
ne5,DLAB,<4cm,0
ne5,DLAB,>4cm,0
ne5,DSTO,<4cm,0
ne5,DSTO,>4cm,0
ne5,EFAS,<4cm,0
ne5,EFAS,>4cm,0
ne5,MADR,<4cm,0
ne5,MADR,>4cm,0
ne5,MALI,<4cm,0
ne5,MALI,>4cm,0
ne5,MCAV,<4cm,4
ne5,MCAV,>4cm,3
ne5,MDEC,<4cm,0
ne5,MDEC,>4cm,0
ne5,MFER,<4cm,0
ne5,MFER,>4cm,0
ne5,MMEA,<4cm,0
ne5,MMEA,>4cm,0
ne5,OFRA,<4cm,0
ne5,OFRA,>4cm,0
ne5,OROB,<4cm,0
ne5,OROB,>4cm,0
ne5,PAST,<4cm,1
ne5,PAST,>4cm,1
ne5,PCLI,<4cm,0
ne5,PCLI,>4cm,0
ne5,PORI,<4cm,0
ne5,PORI,>4cm,0
ne5,PPOR,<4cm,0
ne5,PPOR,>4cm,0
ne5,PSTR,<4cm,0
ne5,PSTR,>4cm,0
ne5,SBOU,<4cm,0
ne5,SBOU,>4cm,0
ne5,SIDE,<4cm,0
ne5,SIDE,>4cm,0
ne5,SINT,<4cm,2
ne5,SINT,>4cm,2
ne5,SRAD,<4cm,0
ne5,SRAD,>4cm,0
ne5,SSID,<4cm,10
ne5,SSID,>4cm,1
ne6,AAGA,<4cm,0
ne6,AAGA,>4cm,0
ne6,AFRA,<4cm,0
ne6,AFRA,>4cm,0
ne6,AGAR,<4cm,0
ne6,AGAR,>4cm,0
ne6,ALAM,<4cm,0
ne6,ALAM,>4cm,0
ne6,CNAT,<4cm,0
ne6,CNAT,>4cm,0
ne6,DLAB,<4cm,0
ne6,DLAB,>4cm,0
ne6,DSTO,<4cm,0
ne6,DSTO,>4cm,0
ne6,EFAS,<4cm,0
ne6,EFAS,>4cm,0
ne6,MADR,<4cm,0
ne6,MADR,>4cm,0
ne6,MALI,<4cm,0
ne6,MALI,>4cm,0
ne6,MCAV,<4cm,2
ne6,MCAV,>4cm,9
ne6,MDEC,<4cm,0
ne6,MDEC,>4cm,1
ne6,MFER,<4cm,0
ne6,MFER,>4cm,0
ne6,MMEA,<4cm,0
ne6,MMEA,>4cm,0
ne6,OFRA,<4cm,0
ne6,OFRA,>4cm,0
ne6,OROB,<4cm,0
ne6,OROB,>4cm,0
ne6,PAST,<4cm,0
ne6,PAST,>4cm,1
ne6,PCLI,<4cm,0
ne6,PCLI,>4cm,0
ne6,PORI,<4cm,0
ne6,PORI,>4cm,0
ne6,PPOR,<4cm,0
ne6,PPOR,>4cm,1
ne6,PSTR,<4cm,1
ne6,PSTR,>4cm,0
ne6,SBOU,<4cm,0
ne6,SBOU,>4cm,0
ne6,SIDE,<4cm,0
ne6,SIDE,>4cm,0
ne6,SINT,<4cm,1
ne6,SINT,>4cm,3
ne6,SRAD,<4cm,1
ne6,SRAD,>4cm,2
ne6,SSID,<4cm,17
ne6,SSID,>4cm,20
ne7,AAGA,<4cm,0
ne7,AAGA,>4cm,0
ne7,AFRA,<4cm,0
ne7,AFRA,>4cm,0
ne7,AGAR,<4cm,0
ne7,AGAR,>4cm,0
ne7,ALAM,<4cm,0
ne7,ALAM,>4cm,0
ne7,CNAT,<4cm,0
ne7,CNAT,>4cm,0
ne7,DLAB,<4cm,0
ne7,DLAB,>4cm,0
ne7,DSTO,<4cm,0
ne7,DSTO,>4cm,0
ne7,EFAS,<4cm,0
ne7,EFAS,>4cm,1
ne7,MADR,<4cm,0
ne7,MADR,>4cm,0
ne7,MALI,<4cm,0
ne7,MALI,>4cm,0
ne7,MCAV,<4cm,3
ne7,MCAV,>4cm,3
ne7,MDEC,<4cm,0
ne7,MDEC,>4cm,0
ne7,MFER,<4cm,0
ne7,MFER,>4cm,0
ne7,MMEA,<4cm,0
ne7,MMEA,>4cm,0
ne7,OFRA,<4cm,0
ne7,OFRA,>4cm,0
ne7,OROB,<4cm,0
ne7,OROB,>4cm,0
ne7,PAST,<4cm,0
ne7,PAST,>4cm,1
ne7,PCLI,<4cm,0
ne7,PCLI,>4cm,0
ne7,PORI,<4cm,0
ne7,PORI,>4cm,0
ne7,PPOR,<4cm,0
ne7,PPOR,>4cm,2
ne7,PSTR,<4cm,0
ne7,PSTR,>4cm,0
ne7,SBOU,<4cm,0
ne7,SBOU,>4cm,1
ne7,SIDE,<4cm,0
ne7,SIDE,>4cm,0
ne7,SINT,<4cm,2
ne7,SINT,>4cm,5
ne7,SRAD,<4cm,1
ne7,SRAD,>4cm,1
ne7,SSID,<4cm,0
ne7,SSID,>4cm,7
ne8,AAGA,<4cm,0
ne8,AAGA,>4cm,0
ne8,AFRA,<4cm,0
ne8,AFRA,>4cm,0
ne8,AGAR,<4cm,0
ne8,AGAR,>4cm,0
ne8,ALAM,<4cm,0
ne8,ALAM,>4cm,0
ne8,CNAT,<4cm,0
ne8,CNAT,>4cm,0
ne8,DLAB,<4cm,0
ne8,DLAB,>4cm,0
ne8,DSTO,<4cm,0
ne8,DSTO,>4cm,0
ne8,EFAS,<4cm,0
ne8,EFAS,>4cm,0
ne8,MADR,<4cm,0
ne8,MADR,>4cm,0
ne8,MALI,<4cm,0
ne8,MALI,>4cm,0
ne8,MCAV,<4cm,0
ne8,MCAV,>4cm,0
ne8,MDEC,<4cm,0
ne8,MDEC,>4cm,0
ne8,MFER,<4cm,0
ne8,MFER,>4cm,0
ne8,MMEA,<4cm,0
ne8,MMEA,>4cm,0
ne8,OFRA,<4cm,0
ne8,OFRA,>4cm,0
ne8,OROB,<4cm,0
ne8,OROB,>4cm,0
ne8,PAST,<4cm,1
ne8,PAST,>4cm,2
ne8,PCLI,<4cm,0
ne8,PCLI,>4cm,0
ne8,PORI,<4cm,0
ne8,PORI,>4cm,0
ne8,PPOR,<4cm,0
ne8,PPOR,>4cm,0
ne8,PSTR,<4cm,0
ne8,PSTR,>4cm,0
ne8,SBOU,<4cm,0
ne8,SBOU,>4cm,0
ne8,SIDE,<4cm,0
ne8,SIDE,>4cm,0
ne8,SINT,<4cm,1
ne8,SINT,>4cm,1
ne8,SRAD,<4cm,0
ne8,SRAD,>4cm,0
ne8,SSID,<4cm,3
ne8,SSID,>4cm,3
ne9,AAGA,<4cm,0
ne9,AAGA,>4cm,0
ne9,AFRA,<4cm,0
ne9,AFRA,>4cm,0
ne9,AGAR,<4cm,0
ne9,AGAR,>4cm,0
ne9,ALAM,<4cm,0
ne9,ALAM,>4cm,0
ne9,CNAT,<4cm,0
ne9,CNAT,>4cm,0
ne9,DLAB,<4cm,0
ne9,DLAB,>4cm,0
ne9,DSTO,<4cm,1
ne9,DSTO,>4cm,0
ne9,EFAS,<4cm,0
ne9,EFAS,>4cm,0
ne9,MADR,<4cm,0
ne9,MADR,>4cm,0
ne9,MALI,<4cm,0
ne9,MALI,>4cm,0
ne9,MCAV,<4cm,4
ne9,MCAV,>4cm,0
ne9,MDEC,<4cm,0
ne9,MDEC,>4cm,0
ne9,MFER,<4cm,0
ne9,MFER,>4cm,0
ne9,MMEA,<4cm,0
ne9,MMEA,>4cm,2
ne9,OFRA,<4cm,0
ne9,OFRA,>4cm,0
ne9,OROB,<4cm,0
ne9,OROB,>4cm,0
ne9,PAST,<4cm,0
ne9,PAST,>4cm,0
ne9,PCLI,<4cm,0
ne9,PCLI,>4cm,0
ne9,PORI,<4cm,0
ne9,PORI,>4cm,0
ne9,PPOR,<4cm,0
ne9,PPOR,>4cm,0
ne9,PSTR,<4cm,0
ne9,PSTR,>4cm,0
ne9,SBOU,<4cm,0
ne9,SBOU,>4cm,0
ne9,SIDE,<4cm,0
ne9,SIDE,>4cm,0
ne9,SINT,<4cm,3
